report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2026-01-27,296950,56044,69453,28098,109374,30189,5103,38235,121605,6508,41719,29360
2026-01-20,302510,54000,81872,25792,111406,30248,4986,39698,111462,8563,44515,31927
2026-01-13,310588,58708,78857,24318,113092,29291,4849,46004,131187,7592,42312,27672
2026-01-06,303862,62524,77984,22610,111903,31884,4926,37223,125771,5984,45947,28082
2025-12-30,307501,60513,84198,21902,111344,31120,5195,44023,123158,7438,45126,27543
2025-12-23,298273,62469,75787,22861,106798,31564,4468,36067,120433,6706,45968,28448
2025-12-16,424310,85874,92290,64677,112141,32193,7199,43522,135292,48863,50665,34614
2025-12-09,370276,78494,97925,37030,109636,32020,5368,66031,142816,13267,47911,33747
2025-12-02,353959,79739,81665,34877,108064,33385,4975,54114,144313,12871,46844,33715
2025-11-25,343327,77725,66563,35671,109420,34431,4625,44767,144222,13280,44550,36431
2025-11-18,352619,74349,63813,41653,108545,32758,6046,45354,150130,15459,47774,34293
2025-11-10,349406,77904,57537,40996,106742,35120,6866,46050,150869,13291,45034,34007
2025-11-04,343570,67867,56694,43547,110095,32292,6590,45581,147437,13097,45300,35258
2025-10-28,355897,69887,57037,48056,112234,38760,7000,50236,143543,13148,42784,37803
2025-10-21,334707,65524,60515,36470,114139,34087,5947,45488,140960,12131,42408,36224
2025-10-14,328253,57575,61489,40302,112860,30738,6146,41654,129195,13959,42942,36281
2025-10-07,328519,57807,63872,35540,117075,33678,4931,46331,133060,12037,42709,37601
2025-09-30,313974,58842,59779,31468,112324,33001,3824,43340,132326,11040,41101,35244
2025-09-23,314384,48770,74171,35974,112095,33884,5164,47655,107181,11732,40262,37374
2025-09-16,397900,75309,95015,67594,112649,33837,8292,55321,122521,21600,44447,39296
2025-09-09,336896,72182,93182,30551,112344,34891,7006,50174,118810,10112,42207,35617
2025-09-02,322132,65726,81602,28099,106977,33420,6649,50230,118591,10722,43320,37141
2025-08-26,322489,62540,76375,25947,109232,31394,7305,49737,131545,10259,45545,34427
2025-08-19,327398,58656,74994,27751,112623,31991,8162,52403,131448,10715,45944,36533
2025-08-12,345417,70608,84758,33259,116068,35267,6136,52646,131131,10341,43325,39127
2025-08-05,314755,58525,71762,28834,107925,31435,5474,45185,125871,9623,44680,34387
2025-07-29,315710,60618,82527,26759,104854,30840,5010,54701,119967,9003,40510,35480
2025-07-22,303868,49828,72430,21708,96670,31616,6739,49933,115944,8597,42170,36411
2025-07-15,313304,50581,67603,32564,98972,31135,4799,48771,118689,10127,40762,35878
2025-07-08,308189,54983,63492,32494,93843,32375,6228,47107,117243,10005,42536,33516
2025-07-01,300893,58657,72505,25135,91183,36030,6673,47886,107936,9604,42729,32544
2025-06-24,285979,49411,78747,26695,89457,39651,4491,46826,83738,7605,39095,35056
2025-06-17,351567,55999,101315,40034,95140,39442,6296,58285,72240,31583,39543,49261
2025-06-10,316564,58541,99656,25267,92769,38661,4669,64228,75629,12168,40019,46814
2025-06-03,316439,56432,106824,26583,93780,39209,3791,61173,68904,12806,39917,46352
2025-05-27,319631,59419,106597,32781,89502,38957,5234,63909,63389,13013,39732,48320
2025-05-20,323779,60102,112187,32484,87399,38906,5897,74851,60533,13104,36629,48934
2025-05-13,344475,64465,118062,42998,84462,41753,7242,76618,57802,12755,37441,48013
2025-05-06,308982,59102,94579,36198,80321,40174,8760,59696,58493,11912,33835,45362
2025-04-29,306051,51229,75976,40292,82147,43421,9310,55937,66060,13908,35358,44008
