report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2023-05-30,13216,1779,6743,1418,6649,184,653,497,2667,265,1215,760
2023-05-23,14816,2042,7114,1982,6570,180,560,546,2537,230,1284,881
2023-05-16,14807,2190,7121,2114,6571,169,569,558,2582,175,1408,928
2023-05-09,14813,2616,7616,1972,6696,229,590,556,2636,113,1394,658
2023-05-02,14408,2109,6552,2028,6726,363,594,554,2983,161,1308,642
2023-04-25,16476,2285,6773,2789,6591,256,894,458,3193,169,1433,810
2023-04-18,18142,4099,7937,2754,7161,249,524,493,4109,368,1433,748
2023-04-11,18611,4681,8327,2493,7472,82,522,508,4247,400,1595,820
2023-04-04,15695,3335,6810,2152,6545,170,573,321,3818,258,1500,682
2023-03-28,17597,4236,7499,2669,6514,220,596,285,3982,558,1518,934
2023-03-21,17054,3490,7958,2184,6976,243,523,292,3529,583,1509,758
2023-03-14,15868,2567,6166,1736,6037,318,542,305,4082,584,1293,897
2023-03-07,14607,2341,5297,1407,6694,362,657,414,4325,359,1125,1001
2023-02-28,16813,4527,6150,1167,7206,240,661,369,5281,423,1262,945
2023-02-21,18577,4649,6489,1708,7489,70,1022,348,5488,433,1447,1047
2023-02-14,16815,4208,6335,1335,7356,72,746,356,5434,364,1304,883
2023-02-07,18378,5275,6793,1360,7845,28,700,303,5933,284,1474,860
2023-01-31,19060,5639,7278,1114,8267,58,683,292,5905,273,1660,779
2023-01-24,19441,5582,7488,1962,7777,63,799,304,4477,288,1573,990
2023-01-17,17475,5260,6324,1478,7094,306,582,203,3663,237,1531,1196
2023-01-10,16081,5147,6463,1117,6347,880,655,306,3596,186,1371,740
2023-01-03,15472,4397,5608,1211,5975,923,740,300,3630,79,1122,932
2022-12-27,17979,5007,6607,1882,6157,969,1284,272,3656,162,1319,957
2022-12-20,16461,3998,5523,2022,6209,875,879,272,3761,132,1348,860
2022-12-13,15671,4258,5653,1765,6681,968,631,101,3498,164,1355,903
2022-12-06,17643,4268,7676,1765,6557,1278,672,171,3140,133,1395,878
2022-11-29,18842,5062,8750,1606,5872,1369,868,271,3105,239,1264,792
2022-11-22,21184,5805,8982,2601,5892,1322,937,340,3032,368,1448,1126
2022-11-15,20017,5421,9369,1995,6108,1416,877,415,2621,172,1267,906
2022-11-08,15889,4115,7324,1684,6594,1434,697,224,2661,128,1288,865
2022-11-01,13146,2380,6029,1507,6558,1042,565,222,2465,83,1236,763
2022-10-25,16062,3552,8068,1959,6459,847,827,237,2300,182,1225,843
2022-10-18,15225,1994,7329,1647,6270,1158,937,258,2561,106,1421,769
2022-10-11,16604,3589,8259,1501,6197,1486,1021,246,2548,67,1025,795
2022-10-04,14876,2747,8397,579,6241,1117,836,124,2493,4,1312,846
