report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2025-07-22,1917043,145719,487028,31920,1093090,240822,104612,162374,741733,25433,247689,177376
2025-07-15,1935859,162331,507141,30982,1097986,231667,107671,146258,738453,26046,250136,179193
2025-07-08,1899046,146754,494389,31355,1102127,238590,109311,119526,733933,24424,250486,172390
2025-07-01,1887354,143023,449310,24797,1095229,255081,104803,120862,760637,23842,253398,169633
2025-06-24,1886352,137615,411937,54992,1064574,223328,113535,137756,746446,20969,246605,180380
2025-06-17,2450146,150208,475094,158837,1085040,238330,124536,220265,793745,292562,265970,208094
2025-06-10,2223909,150882,465145,98825,1088561,262430,114745,194858,803150,206280,249715,180752
2025-06-03,2123862,161462,447530,66984,1083338,269654,115877,178033,866779,94906,245466,185097
2025-05-27,2112166,167130,425681,62031,1121735,265658,120276,164372,879696,81245,236993,190492
2025-05-20,2113668,150431,448993,63163,1123523,250081,113222,185308,861079,76213,239544,194072
2025-05-13,2125890,159581,448236,68442,1112757,256679,121085,191074,864263,61817,250278,189753
2025-05-06,2133652,157467,414906,72458,1099297,283135,130390,188508,881910,72848,237311,201088
2025-04-29,2134084,150010,399887,62244,1109378,279977,146645,167266,920807,45811,240722,199809
2025-04-22,2209656,168599,420432,62857,1117162,304043,153318,179464,958106,39215,236445,196906
2025-04-15,2181908,159652,391121,75290,1087907,276607,161019,174555,933840,54614,235927,206809
2025-04-08,2332802,216672,483817,71543,1086748,273583,161553,161861,968705,63748,252928,214290
2025-04-01,2111750,169590,430751,48329,1092161,206681,128631,138259,988527,53964,249432,174211
2025-03-25,2074351,168249,402856,51033,1117841,202515,118124,134217,993988,47010,251247,164048
2025-03-18,2560662,239099,427599,176043,1068185,236328,158180,134075,1045005,249782,296211,172787
2025-03-11,2282648,268404,461956,64951,1094727,247942,128278,145177,1074214,65140,297340,159939
2025-03-04,2180944,241275,529255,40300,1118800,207296,100424,141049,1012245,47511,287647,152435
2025-02-25,2126872,186291,522309,48006,1130093,208953,95575,140761,942897,44701,288516,147934
2025-02-18,2120653,193400,548990,51592,1136814,185795,94993,147949,920086,36814,281293,149342
2025-02-11,2096517,190122,548068,46813,1119018,184454,96710,135406,897622,35704,277921,147202
2025-02-04,2071863,175502,499856,66751,1108017,181413,98367,136303,903871,34823,271788,143510
2025-01-28,2033094,123096,519754,52852,1134997,170433,97007,141742,900312,29419,279072,143615
2025-01-21,2036469,138324,525999,28921,1113434,180701,108467,148421,911235,26634,279487,143339
2025-01-14,2044090,151543,448908,52206,1113230,187638,112293,136950,927968,40701,268436,152234
2025-01-07,2069259,151126,489620,41238,1155929,164208,101240,139721,941253,37817,275524,156124
2024-12-31,2058648,151407,476014,33219,1157524,173461,100348,146816,957802,32615,285581,146609
2024-12-24,2083230,157001,488704,36565,1190771,149687,103007,133229,956733,37502,276749,149581
2024-12-17,2596020,210885,467052,197754,1215101,174189,152204,147793,1085773,179689,328497,170164
2024-12-10,2324611,186941,483593,97081,1248282,158849,104303,155433,1057246,98897,299379,149245
2024-12-03,2279466,156702,516114,90351,1257050,160575,101142,155611,1035019,83776,295702,147080
2024-11-26,2272398,163155,468078,83383,1264907,162449,100681,148406,1067482,79976,299731,146411
2024-11-19,2259351,229882,481413,66043,1246776,165238,99509,125923,1101261,62155,291954,143998
2024-11-12,2235256,217011,491324,50358,1241473,160663,102416,134953,1101387,46138,288150,152008
2024-11-05,2140451,235998,425357,49167,1173222,178345,100000,127431,1077791,36964,272336,152574
2024-10-29,2168363,187456,476709,52232,1218086,170397,95804,119238,1058556,45029,272342,157432
2024-10-22,2186686,199958,496199,48955,1233980,165838,97954,124673,1055780,37975,263240,168179
2024-10-15,2185413,186075,501843,41876,1221646,163930,106196,137383,1059063,40260,271343,170081
2024-10-08,2132773,173118,499791,34932,1207128,161707,107289,136710,1023511,35132,263087,169776
2024-10-01,2081475,175187,475181,29076,1215690,164290,107644,126130,1017988,31373,255705,168770
2024-09-24,2046032,167513,486967,27486,1216873,149049,105698,116627,975008,27272,256340,160668
2024-09-17,2579860,194486,545872,184983,1179532,160997,148164,152092,882970,303552,277262,192059
2024-09-10,2156591,233991,485535,86007,1157978,175669,115650,150948,928670,42884,259484,184842
2024-09-03,2106791,225996,493248,62364,1156406,168065,111689,148419,933443,42124,265814,169349
2024-08-27,2098974,209321,548147,56715,1146987,165064,112176,142487,898957,35085,269396,158325
2024-08-20,2050976,184653,535744,58125,1129086,161677,121238,150826,859317,34496,260164,171022
2024-08-13,2033008,175193,451647,56202,1132115,183179,117412,152829,875051,29345,250900,179931
2024-08-06,2025834,225589,435348,38400,1108272,220191,132423,140461,892116,24574,250827,166242
2024-07-30,2046205,203139,447356,39542,1146058,199239,128125,132078,909312,29088,263452,152006
2024-07-23,2047183,195258,470113,27818,1165558,170416,138693,131603,915346,28645,263544,154926
2024-07-16,2090007,177191,529434,33155,1177042,174861,136769,126979,897195,33020,269625,167011
2024-07-09,2048220,155049,480232,30402,1163857,186438,134113,131237,902238,30856,266655,168566
2024-07-02,2037086,173915,450216,27072,1136711,188435,135928,129826,931143,27158,271167,161346
2024-06-25,1976080,135213,423985,25049,1146091,172192,136348,126570,923272,22127,266961,155615
2024-06-18,2595590,168003,539413,176370,1144786,177331,174823,210410,927467,255284,299206,195235
2024-06-11,2266096,154329,521859,78507,1135746,164601,140193,231106,955992,70808,297310,174845
2024-06-04,2160026,157597,503013,66276,1119331,164941,143461,210965,926436,47729,287673,175581
2024-05-28,2179731,174279,513883,58759,1140477,165954,132874,199243,898246,49428,289071,180919
2024-05-21,2148201,167055,501133,58298,1127637,184268,134021,195342,887089,34170,288496,173740
2024-05-14,2081097,159771,452247,58115,1107260,188008,139041,177385,850102,41166,278004,179673
2024-05-07,2030975,161878,422128,56689,1074219,211639,142066,167861,816977,40785,280192,175368
2024-04-30,2006204,157811,353701,59683,1066751,241903,148045,146558,829750,34972,279080,171620
2024-04-23,2067890,185147,391469,51286,1086022,244299,149141,162109,858760,34785,288399,166126
2024-04-16,2100522,211967,412895,53675,1085440,222416,155426,146338,872199,32137,286323,174094
2024-04-09,2091937,152287,493260,35756,1141909,197268,142630,161022,887885,28805,283113,178275
2024-04-02,2089222,150124,518587,36203,1138129,203752,144223,188005,849698,28620,275700,176966
2024-03-26,2110848,116925,573436,31950,1162684,210053,147609,211484,806878,23077,270954,176244
2024-03-19,2094749,113148,546018,28959,1165042,218214,153119,196084,819167,20699,261988,177920
2024-03-12,2678339,154540,648540,211818,1145027,231230,219681,284186,779707,169055,291700,193604
2024-03-05,2377697,182711,589572,110995,1156741,238575,149712,289467,828615,94610,264593,180829
2024-02-27,2344340,167174,601419,82197,1174746,234504,154233,267234,841648,87219,263456,180447
2024-02-20,2322953,150382,567646,79320,1177894,232595,159790,295614,853963,68347,262112,186935
2024-02-13,2338964,178596,558063,69243,1181559,243719,156960,298695,870703,59944,254739,191473
2024-02-06,2297385,164837,575928,45904,1179498,263480,155205,288314,858314,55266,255799,184675
2024-01-30,2308955,175813,605349,44146,1210061,240569,155544,260951,870023,53161,264947,181179
2024-01-23,2271312,178471,571094,47017,1190608,278354,157669,248373,837700,44536,262519,184181
2024-01-16,2217057,152279,450958,58535,1189628,262325,172541,218844,855548,37185,263465,196653
2024-01-09,2209328,157671,470186,52676,1194090,266029,162927,213291,897201,34996,278896,177342
