report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2021-03-02,698229,73422,55194,10473,402346,65297,25689,31023,467221,24074,90871,40931
2021-02-23,696916,72092,54006,5755,402165,57490,23639,28603,483691,23593,95278,39226
2021-02-16,675761,68136,48708,5595,396030,56623,23768,28131,479310,13726,92886,39136
2021-02-09,673116,70898,48435,6339,386455,53379,24126,29639,476896,11884,94929,43164
2021-02-02,675520,73530,51409,6462,381415,54720,24888,34702,476340,10125,95238,43433
2021-01-26,677432,76457,46921,3862,389037,55550,22960,35335,494670,6273,95217,39933
2021-01-19,676515,80097,48853,3765,388004,56895,22366,32544,492392,5637,98008,39096
2021-01-12,677952,72119,48463,5185,397611,69775,23045,31649,479348,6092,98320,38408
2021-01-05,673532,67843,54977,3881,398567,67572,22037,34129,473829,6244,94847,36573
2020-12-29,671643,68234,51624,4783,397781,69960,21293,32291,472333,6690,95579,36883
2020-12-21,659499,68772,50411,5541,380121,69671,20923,34542,455340,12042,92586,37087
2020-12-15,657046,66504,48447,3818,377303,72034,19190,35770,451853,14129,96217,38788
2020-12-08,683351,72412,58873,8028,371598,71244,21256,44128,448295,24346,99562,42919
2020-12-01,654257,64671,59125,5548,367187,67560,22847,46995,439274,7351,94536,43522
2020-11-24,644566,57894,59428,6466,374819,66193,23496,40647,438130,4972,87980,37568
2020-11-17,637946,55787,61398,3895,369264,67796,23335,42782,428115,4888,90141,40376
2020-11-10,638993,56591,59918,4436,367868,74038,22572,43504,426295,3768,92867,40580
2020-11-03,627754,49641,59764,3739,361060,74836,21724,44816,417511,3693,85482,39129
2020-10-27,636778,60841,56428,5140,361781,68119,22027,35755,432981,3570,92338,41075
2020-10-20,644667,67693,57879,3694,367379,68726,19677,32301,442622,3218,94019,40451
2020-10-13,646165,63825,53514,4674,374580,70287,20102,30856,443178,3346,92436,42134
2020-10-06,652135,68151,50728,4913,377765,74010,17116,31976,452591,3318,92783,40821
2020-09-29,655912,77163,48037,5695,376743,89581,17687,29604,443074,3198,87831,40311
2020-09-22,666412,74981,51976,5263,390535,89840,17213,28166,448397,3060,89172,40581
2020-09-15,658174,67043,47965,5305,394974,90237,16478,29085,447861,2996,94529,37946
2020-09-08,690782,81097,51168,8256,399945,85572,16993,29386,469084,7476,96670,44435
2020-09-01,698211,86169,54361,5225,400263,80842,18214,31676,481908,7174,97395,42557
2020-08-25,704077,89098,52003,7694,407293,75184,17680,28911,497753,3560,99158,42928
2020-08-18,704050,93893,62324,7244,406235,68912,18571,28605,496669,2850,102012,39591
2020-08-11,706458,96780,66321,7630,401216,68210,19537,27562,493403,3052,96660,40150
2020-08-04,704875,91850,80218,8308,401811,69106,19053,27191,478174,2716,99491,38781
2020-07-28,678965,78712,84562,7371,399479,69796,19563,27052,448326,2255,97798,37848
