report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2012-08-14,3293093,433412,938828,359661,1367743,701247,198419,264002,571633,58177,396905,263862
2012-08-07,3188206,423154,846258,344628,1309275,708728,202642,231631,577390,53870,413135,262319
2012-07-31,3064847,408244,816971,302187,1289735,717936,200126,234216,540149,45894,406671,262483
2012-07-24,3157529,359561,855556,311508,1314397,838194,209392,305304,496098,41718,443500,249170
2012-07-17,3171020,345805,830048,356559,1314116,805245,212093,267277,495395,47748,450353,253880
2012-07-10,3156665,357386,835537,356686,1327875,815668,204178,255336,492952,43636,434986,251209
2012-07-03,3073517,363684,767381,320038,1319379,780559,198690,225695,517391,45204,428644,255806
2012-06-26,3067109,335421,785429,314371,1334963,872942,197277,256930,463283,45285,416635,251509
2012-06-19,2899508,289370,764938,280063,1316430,761896,198971,215102,446778,42587,395365,260950
2012-06-12,3866560,444448,953217,502710,1352870,783659,236435,270266,608902,281733,556996,278843
2012-06-05,3619959,473972,903501,479773,1273813,859442,186874,308936,578728,133431,582803,271149
2012-05-29,3408792,471222,930414,370727,1282007,783206,172119,288904,564971,116500,523179,257995
2012-05-22,3374094,464949,914730,366335,1293398,778989,169859,270284,576472,104497,510344,264342
2012-05-15,3399324,500547,842490,424134,1288276,777404,163878,223836,642167,88045,494513,261478
2012-05-08,3225565,451361,844682,345714,1312182,724800,158151,184701,639719,89184,443751,241144
2012-05-01,3161064,491716,782968,298136,1312292,689343,148420,182136,723615,78054,435985,242162
2012-04-24,3101292,433331,762538,269830,1336529,742362,151799,188126,671578,67594,442311,248351
2012-04-17,3165537,425546,752654,336941,1362151,721849,153701,169832,679050,66012,428870,243790
2012-04-10,3156154,426093,773363,336147,1367845,728475,172840,159672,633578,60831,423832,254276
2012-04-03,3090545,419533,719004,304910,1392825,667755,158620,162815,707748,63126,384563,252850
2012-03-27,3064087,377647,741770,294458,1448628,665015,152279,139259,685054,55453,399779,265191
2012-03-20,3001528,388847,735981,271962,1421455,687507,164594,144433,642070,45545,376389,261247
2012-03-13,3720471,514851,866613,447356,1492886,712109,176072,149186,646115,296718,399778,338614
2012-03-06,3309354,496803,874392,335322,1436154,720722,170920,189884,553367,152427,302761,324831
2012-02-28,3139856,465725,799391,309576,1463072,690974,164809,173081,559739,112540,245255,293393
2012-02-21,3086647,455702,787653,295171,1436993,675742,168728,181375,565861,102714,243327,284612
2012-02-14,3098021,411844,736661,338789,1420043,690228,174663,182628,546220,116262,244651,287301
2012-02-07,3025509,442206,700151,278833,1363572,700628,194508,184070,523007,105708,244601,329996
2012-01-31,2970586,469263,707063,232919,1331281,760366,196247,181947,496288,96166,260957,318872
2012-01-24,2898586,411047,707960,213024,1327279,754580,193651,180921,519173,68964,309684,269349
2012-01-17,2920189,390939,667598,276189,1300107,800083,199017,211406,470603,65656,286138,262650
2012-01-10,2857997,396625,650405,224588,1269471,837603,220310,220670,446526,65941,267425,246316
2012-01-03,2903588,399741,713075,197857,1268747,842584,236910,231987,444230,62576,325847,247194
