report_date,open_interest,lev_money_positions_long,lev_money_positions_short,lev_money_positions_spread,asset_mgr_positions_long,asset_mgr_positions_short,asset_mgr_positions_spread,dealer_positions_long_all,dealer_positions_short_all,dealer_positions_spread_all,nonrept_positions_long_all,nonrept_positions_short_all
2020-01-21,627893,35869,148632,34443,352307,154005,32168,27170,168574,13042,99197,57960
2020-01-14,614421,34101,152981,31218,346822,148520,30180,28856,164101,12829,97267,56595
2020-01-07,597223,34531,161717,29432,347024,139526,29699,27358,157899,8798,95356,58112
2019-12-31,616838,38707,171744,38512,340992,146204,33785,30439,144120,9018,97073,61496
2019-12-24,582686,36759,159947,27644,338667,153890,30840,27388,134042,7627,89202,56946
2019-12-17,591708,37344,148952,34122,343415,161160,30013,30597,137064,8108,82456,60824
2019-12-10,690434,42484,148154,35489,347922,172020,32746,33579,144468,75424,100524,71084
2019-12-03,648810,42546,138845,40814,351142,181032,36242,34798,151730,26749,93668,60053
2019-11-26,629940,39255,142229,33283,349348,174770,36856,37752,150316,16643,93116,62633
2019-11-19,625648,41282,132717,33175,351263,176064,33696,38760,155023,14259,92144,61611
2019-11-12,616392,34839,139293,32553,352114,166555,33034,36539,158494,13282,92612,60790
2019-11-05,624202,36610,145206,38513,349233,155974,33125,36947,155173,16250,89299,60025
2019-10-29,599252,37390,136234,36454,328896,159637,32672,36894,143692,15665,87570,59952
2019-10-22,593975,34685,136175,39390,317716,158850,33864,38246,135095,17414,87950,58893
2019-10-15,575023,29341,138357,35339,307510,169066,33495,44874,105555,13748,86910,60167
2019-10-08,570835,31214,146828,35649,301561,171883,32311,46868,91792,13436,83458,62871
2019-10-01,601576,33001,138713,54485,293905,174971,44272,44630,95177,16544,89018,60623
2019-09-24,578955,23850,123904,48018,295492,167033,41252,43763,100970,16280,85958,61373
2019-09-17,578380,26727,140045,44936,293538,166985,36167,47267,95746,18964,81366,57355
2019-09-10,653359,31153,136788,54428,300124,166171,37559,49210,101965,73963,84082,67047
2019-09-03,652161,38698,142256,68897,310179,165713,44494,43720,113994,34757,90167,66960
2019-08-27,600158,26620,124138,52502,314852,164652,34810,39774,122691,22464,88445,64580
2019-08-20,613127,25151,127412,44402,337978,167097,32818,38593,135960,18997,88259,65445
2019-08-13,613825,23310,137998,41425,342586,165998,32884,42152,130819,17818,88291,68831
2019-08-06,618928,34831,128576,45337,316678,186394,36832,48038,113319,21584,88742,67384
2019-07-30,633289,29101,142168,45780,335412,175942,38609,46490,125599,16961,93490,69077
2019-07-23,610661,29915,135701,41549,320004,161148,37287,44344,131674,15965,94563,68278
2019-07-16,595995,29734,128172,38186,315494,157934,36493,39098,138694,15641,92187,62709
2019-07-09,572518,26945,126234,35576,311492,152580,36070,38956,139222,11690,90868,59572
2019-07-02,583643,26170,120729,46678,315600,144850,35322,35869,145040,13367,89708,63492
2019-06-25,590267,27985,127955,49856,310998,146568,37435,35092,139306,15211,92203,59557
2019-06-18,559379,25787,124641,39886,298115,151290,33462,36545,123994,11432,86823,60614
2019-06-11,597323,21916,135787,43862,304246,152926,35409,34360,105980,41197,92989,68572
2019-06-04,586063,28699,135850,52540,302117,163913,34375,33238,96332,23058,89515,63047
2019-05-28,595571,26737,143708,50219,302501,162324,36136,37984,88550,31624,91670,63111
2019-05-21,572863,26318,146259,41708,305941,160477,34979,38496,87125,18015,89292,65471
2019-05-14,556741,25262,146244,36343,301180,155196,35581,36646,82252,17310,86852,66967
2019-05-07,573680,25971,150589,40933,305558,163094,34909,40485,78234,17904,89895,67931
2019-04-30,586672,27305,147906,48150,303882,168367,39089,36522,72762,21351,91445,68521
2019-04-23,569620,28897,142807,41398,297957,166053,36834,38476,76340,17114,88772,68282
2019-04-16,553608,24516,135285,37906,298177,165069,33745,36176,80910,15043,88137,63655
2019-04-09,547667,22349,136141,36664,292596,169968,32774,36809,70848,15094,90372,65139
2019-04-02,565421,23619,139301,42904,294989,174740,37956,36526,66172,18807,90007,64401
2019-03-26,544893,24084,119915,37228,295012,166804,34356,31780,80628,14036,89362,69429
2019-03-19,530038,23709,115268,34310,295341,173527,31919,32943,75048,12468,79735,63744
2019-03-12,585955,30319,120368,42779,293631,179661,33749,56345,92732,16711,94033,76714
2019-03-05,600510,41448,125570,40897,299676,176966,31371,50663,109202,19712,97653,73701
2019-02-26,584331,27830,112978,42677,300997,174194,31255,48407,116155,18147,94817,66628
2019-02-19,590474,27130,122454,40674,310388,168883,31576,45420,120792,17454,97510,67551
2019-02-12,586629,34103,122992,36467,312889,167931,28970,43249,127555,13873,95210,68047
2019-02-05,571998,27360,108815,35546,318264,156898,28338,35037,147313,13128,93454,60773
2019-01-29,578374,27750,112451,43871,316000,159807,24584,38255,141365,13434,94076,62517
2019-01-22,580434,27581,113456,41890,316523,162041,25008,38211,141216,15947,94639,59022
2019-01-15,577651,30285,113877,43498,313084,161096,24215,38825,141852,15551,90249,57759
2019-01-08,560517,27916,114515,39044,310890,167386,19871,41492,130197,11440,90516,57589
2018-12-31,557374,24879,115499,44358,306440,176610,21555,42412,110673,11096,85893,57321
2018-12-24,560867,22723,118142,43575,305650,177999,22258,40825,108270,12147,93637,60121
